AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
3.027397,2.2379500125989304,0.0,12.0,12.546575,9.15234414538352,0.0,50.52,219,159,Body Care
0.5961529999999999,0.6644949544539229,0.0,2.0,18.240769,20.123837669141,0.0,64.98,52,38,Packaged Grocery
2.1924770000000002,1.66498731527949,0.0,9.0,36.452588,22.6552210920686,0.0,163.53,452,204,Packaged Grocery
1.0148139999999999,0.5586119971397671,0.0,6.0,20.499962,11.450393785476999,0.0,127.98,270,155,Body Care
1.0199,0.263383283832536,0.0,5.0,39.706666,10.159576664735802,0.0,174.0,603,222,Packaged Grocery
0.8110229999999999,0.393040315888537,0.0,1.0,24.917637,12.280019935399102,0.0,33.72,127,98,Packaged Grocery
1.30303,0.8221865214114591,0.0,4.0,33.424696000000004,27.7905758359084,0.0,132.48,66,50,Packaged Grocery
1.316455,1.4982408812993402,0.0,6.0,6.970758999999999,8.204110410087269,0.0,32.1,79,64,Body Care
0.9361700000000001,1.3894674506748,0.0,7.0,11.559361,16.347581446469,0.0,89.39,47,27,Packaged Grocery
2.157142,1.36570133009925,0.0,12.0,18.101142000000003,11.4194320503561,0.0,91.92,210,136,Vitamins
1.18703,1.06681966057962,0.0,23.0,22.73586,19.8347645813132,0.0,446.43,2930,291,Packaged Grocery
2.043715,1.76916549711328,0.0,10.0,29.534971999999996,15.4456314416445,0.0,46.05,183,128,Packaged Grocery
0.666666,0.577350269189626,0.0,1.0,16.913332999999998,14.6908996774647,0.0,26.5,3,3,Body Care
1.004291,0.843319866490586,-2.0,5.0,51.176695,40.8517697752879,-101.82,208.64,233,126,Meat
1.0,0.145864991497895,0.0,2.0,36.671157,5.343716704643411,0.0,73.04,95,78,Packaged Grocery
0.6260100000000001,0.7758483193253641,0.0,9.0,7.351255999999999,8.82904053275601,0.0,98.73,1361,271,Packaged Grocery
2.0,3.43187671366233,0.0,10.0,20.204,34.5351119876569,0.0,100.7,10,10,Packaged Grocery
1.019455,0.21068973727573498,0.0,3.0,22.062305,4.577604834465769,0.0,66.03,2056,283,Refrigerated Grocery
1.568047,0.893323257760812,0.0,6.0,14.515502,8.35296037795335,0.0,53.34,338,178,Vitamins
1.018292,0.358465731531381,0.0,4.0,15.293657999999999,5.01500693005046,0.0,50.4,164,124,Refrigerated Grocery
1.180412,1.4227490349990601,0.0,14.0,35.288402000000005,44.3721467564497,0.0,429.66,388,184,Packaged Grocery
0.9219649999999999,0.5403891602597499,0.0,8.0,14.800606,8.24536750569871,0.0,116.08,692,229,Packaged Grocery
1.056451,0.37923525110936795,0.0,6.0,12.271192999999998,4.12336298682539,0.0,63.24,620,230,Packaged Tea
1.0961530000000002,0.495454451107437,1.0,4.0,24.865,7.7787043379004,0.0,73.02,52,49,Packaged Grocery
0.22222199999999998,0.440958551844098,0.0,1.0,7.893333,15.8804659881252,0.0,40.76,9,8,Packaged Grocery
1.342857,1.78132233009567,0.0,6.0,9.058571,12.015085161103599,0.0,40.32,35,30,Vitamins
1.096795,0.6077679189859139,0.0,10.0,23.307857000000002,5.77961618744422,0.0,90.4,1498,269,Packaged Grocery
3.390243,4.34671168114753,1.0,28.0,114.852926,145.372645092602,33.39,937.44,41,4,Packaged Grocery
