UniversalProductCode	AvgUnitsShipped	StdUnitsShipped	MinUnitsShipped	MaxUnitsShipped	AvgNetAmount	StdNetAmount	MinNetAmount	MaxNetAmount	NumberOfTransactions	NumberOfTransactionDays	GLCategory
004227200807	1.048295	0.283340760449298	0.000000	4.000000	25.689232	6.65670471356383	0.000000	86.160000	352	194	Inventory - Frozen
007468210403	4.021416	2.10872835687376	0.000000	14.000000	25.242883	13.0927301430415	0.000000	86.940000	607	243	Inventory - Packaged Grocery
009396600056	1.045454	0.317351952289754	0.000000	6.000000	39.464764	11.8542785096351	0.000000	225.720000	1188	268	Inventory - Refrigerated Grocery
085332500501	0.906542	0.401241241140488	0.000000	2.000000	20.351869	9.88558528734058	0.000000	44.160000	107	90	Inventory - Packaged Grocery
002531700559	1.024221	0.169853003184733	0.000000	3.000000	52.174247	9.20800396442511	0.000000	153.300000	1156	260	Inventory - Meat
085307900501	1.018691	0.193347297809133	0.000000	2.000000	14.936355	3.25662934686684	0.000000	30.220000	107	85	Inventory - Packaged Grocery
082969600083	1.279153	0.798488335355433	0.000000	12.000000	23.300431	13.915743122295	0.000000	209.280000	2504	285	Inventory - Packaged Grocery
060265217056	1.659347	1.85919148698915	0.000000	50.000000	19.926338	20.105674071514	0.000000	521.500000	3097	279	Inventory - Packaged Grocery
007433368434	1.030075	0.24432497063059	0.000000	3.000000	14.391127	3.24321521495385	0.000000	34.680000	133	101	Inventory - Packaged Grocery
068745621329	0.617977	0.730902586121	0.000000	5.000000	6.093707	7.8311549104758	0.000000	50.900000	89	51	Inventory - Packaged Grocery
068745621306	1.351123	0.920975524688624	0.000000	6.000000	19.139522	13.5373540821674	0.000000	96.360000	356	214	Inventory - Packaged Grocery
004256360402	1.099739	1.43418395361179	0.000000	40.000000	21.472836	28.2479342138319	0.000000	782.800000	1153	252	Inventory - Packaged Grocery
078087252005	0.564102	0.515026202624605	0.000000	2.000000	12.866752	27.0353316347669	0.000000	128.120000	117	57	Inventory - Packaged Grocery
002529360102	1.000000	0	1.000000	1.000000	15.654000	0.994933833645929	14.730000	16.800000	10	10	Inventory - Refrigerated Grocery
009232533366	1.093023	0.679583037851268	0.000000	6.000000	17.253720	10.8538762982482	0.000000	97.200000	86	79	Inventory - Packaged Grocery
002250611740	1.020134	0.172760042754916	1.000000	3.000000	86.964060	19.6841792709136	0.000000	282.510000	596	227	Inventory - Packaged Grocery
069275210676	0.973125	0.395601510300831	0.000000	4.000000	27.144738	11.5554213039054	0.000000	115.680000	707	231	Inventory - Packaged Grocery
078696903002	1.050813	0.436915859196959	0.000000	4.000000	47.092540	19.867225768169	0.000000	182.800000	492	197	Inventory - Packaged Grocery
002250667789	4.121669	4.01497173305915	0.000000	72.000000	15.181493	14.2785185571086	0.000000	241.920000	1989	283	Inventory - Vitamins
001878750092	1.580645	1.09349928337585	0.000000	6.000000	21.569903	21.2199822705727	0.000000	149.100000	310	126	Inventory - Body Care
009370980101	1.054507	0.390288211702254	0.000000	10.000000	17.763165	5.9674567288709	0.000000	146.800000	954	267	Inventory - Packaged Grocery
087863900008	2.444889	1.90288011941668	0.000000	24.000000	9.828356	7.0121104438333	0.000000	72.720000	499	227	Inventory - Body Care
002418200257	1.069333	0.468805893874968	0.000000	6.000000	18.971813	8.26799595614547	0.000000	105.840000	375	174	Inventory - Packaged Grocery
004900006936	1.359456	1.11086772215782	0.000000	20.000000	12.444472	9.45884944296337	0.000000	152.200000	1914	270	Inventory - Packaged Grocery
085269700134	0.639303	0.480800986341173	0.000000	1.000000	9.867835	7.49643915754696	0.000000	17.720000	402	189	Inventory - Packaged Grocery
065474935208	2.147540	1.53025753327379	1.000000	12.000000	12.233360	8.76790018970455	5.080000	69.360000	122	96	Inventory - Body Care
005138188266	2.366515	1.49440200444339	0.000000	9.000000	8.319954	5.22566041913604	0.000000	34.290000	221	143	Inventory - Body Care
648649080436	1.050653	0.409334364050726	-1.000000	4.000000	54.032110	19.0482672285949	-54.990000	112.740000	199	127	Inventory - Meat
089845600139	0.979220	0.259375081494798	0.000000	2.000000	26.265090	7.53693945224568	0.000000	59.140000	385	192	Inventory - Packaged Grocery
004256360260	1.064955	0.423751657879376	1.000000	12.000000	55.389190	22.3000772386348	0.000000	636.120000	1247	274	Inventory - Packaged Grocery
002418200062	0.982269	0.245321689582931	0.000000	2.000000	30.062127	7.56953148119845	0.000000	62.180000	282	162	Inventory - Packaged Grocery
616973711739	1.163175	0.865161129040673	-3.000000	6.000000	62.282094	36.8242547970833	-142.560000	228.520000	296	178	Inventory - Meat
085332500500	0.970370	0.297033369981031	0.000000	2.000000	22.433530	7.68092784767239	0.000000	50.840000	405	207	Inventory - Packaged Grocery
007433347136	0.142857	0.377964473009227	0.000000	1.000000	2.360000	6.24397309411243	0.000000	16.520000	7	6	Inventory - Packaged Grocery
004900006972	1.104803	0.475194863802455	0.000000	5.000000	13.038384	6.07846049811301	0.000000	56.750000	229	123	Inventory - Packaged Grocery
003291700163	0.830065	0.454826369383413	0.000000	2.000000	15.004880	8.4926230084829	0.000000	39.600000	459	210	Inventory - Packaged Tea
069765869206	0.321428	0.475594865605671	0.000000	1.000000	11.202500	16.7447158331616	0.000000	40.500000	28	20	Inventory - Packaged Grocery
007695041532	0.843881	0.55369550547483	0.000000	6.000000	13.487651	8.93828106623467	0.000000	96.300000	711	215	Inventory - Packaged Tea
007341600160	1.877300	1.6217530714323	0.000000	10.000000	34.259662	16.4235493471375	0.000000	94.860000	652	241	Inventory - Packaged Grocery
009370961004	0.912844	0.457120000062744	0.000000	4.000000	7.297752	6.57201944800795	0.000000	42.400000	218	94	Inventory - Packaged Grocery
008912526000	1.126050	0.566497967274499	0.000000	6.000000	23.983550	10.7698829686052	0.000000	126.960000	476	207	Inventory - Packaged Grocery
082969600047	1.050188	0.501245273125414	0.000000	9.000000	32.141116	9.62460078831104	0.000000	115.640000	797	251	Inventory - Packaged Grocery
064981500000	1.088489	0.377666499870777	0.000000	6.000000	9.301453	3.15138090847189	0.000000	45.720000	1390	266	Inventory - Packaged Grocery
085331100358	1.279115	0.752068547592659	0.000000	15.000000	28.242570	16.6961964205319	0.000000	287.700000	4568	292	Inventory - Refrigerated Grocery
004256360044	1.016299	0.395399731279518	0.000000	12.000000	31.022233	12.3252119121627	0.000000	379.320000	1227	265	Inventory - Packaged Grocery
063687403008	1.820000	1.80351131441543	0.000000	12.000000	10.142000	8.66879155008214	0.000000	57.600000	50	44	Inventory - Body Care
007835560004	0.978388	0.383627215547385	0.000000	3.000000	9.303398	6.54123345240158	0.000000	36.420000	509	104	Inventory - Refrigerated Grocery
085367200227	0.945652	0.906195166553724	0.000000	6.000000	7.020760	6.13365391946161	0.000000	39.660000	92	66	Inventory - Packaged Grocery
067562535501	1.169333	0.54362049052076	1.000000	10.000000	21.120306	9.17690123353859	0.000000	152.500000	1500	273	Inventory - Packaged Grocery
086865600013	3.383658	3.95866760685584	0.000000	48.000000	14.528916	16.4307656394988	0.000000	202.560000	563	216	Inventory - Body Care
089044400022	1.341487	1.08223158793587	0.000000	12.000000	25.921722	19.9145142726616	0.000000	223.080000	1022	237	Inventory - Packaged Grocery
078212600309	3.909722	2.43213175791479	0.000000	12.000000	9.585324	6.08918522405717	0.000000	32.760000	432	218	Inventory - Body Care
072243020016	1.913913	1.81952350962098	0.000000	50.000000	49.031576	46.2752968630089	0.000000	1299.500000	13045	293	Inventory - Refrigerated Grocery
004318200208	1.920110	6.1278909264713	0.000000	370.000000	36.577407	96.3955392995817	0.000000	5723.900000	5808	293	Inventory - Packaged Grocery
004256300220	0.991623	0.457791829107835	0.000000	6.000000	42.057246	18.7481166421607	0.000000	225.840000	955	250	Inventory - Meat
089177000261	0.358490	0.522359278902407	0.000000	2.000000	4.627735	6.82008505516256	0.000000	26.640000	53	42	Inventory - Refrigerated Grocery
081989801001	1.126050	0.586843777940205	0.000000	10.000000	29.781577	13.9721046972565	0.000000	195.020000	1547	285	Inventory - Packaged Grocery
084076201492	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	14	9	Inventory - Packaged Grocery
085426200321	0.542586	0.535673829958478	0.000000	3.000000	7.448517	7.46710681503874	0.000000	42.090000	317	159	Inventory - Packaged Grocery
002418230101	1.993670	2.03941054129919	0.000000	6.000000	15.004430	15.567830275359	0.000000	44.780000	158	112	Inventory - Packaged Grocery
070059600001	1.054054	0.736550162925881	0.000000	6.000000	42.072522	30.3744841922076	0.000000	250.080000	111	85	Inventory - Vitamins
085062800267	1.743243	1.2357478851074	0.000000	8.000000	23.142364	15.9683805727841	0.000000	97.440000	296	170	Inventory - Vitamins
007468210789	0.522012	0.604167781912886	0.000000	3.000000	26.120754	31.237700112005	0.000000	147.600000	159	94	Inventory - Packaged Grocery
003291700231	1.011695	0.209253126114018	0.000000	2.000000	18.434649	4.34530961949737	0.000000	38.020000	684	248	Inventory - Packaged Tea
063174005054	1.013856	0.999903767502063	0.000000	8.000000	32.363048	43.5014908050197	0.000000	346.400000	433	181	Inventory - Body Care
009396630938	1.159420	0.778822421914255	0.000000	4.000000	27.568695	24.6433920216451	0.000000	106.590000	69	51	Inventory - Packaged Grocery
067497154605	0.918367	0.387698276154111	0.000000	2.000000	29.374115	12.6453985911572	0.000000	67.880000	294	198	Inventory - Packaged Grocery
007581002125	1.047619	0.354591033392891	0.000000	6.000000	9.789469	3.13102237734136	0.000000	52.020000	2415	280	Inventory - Packaged Grocery
061144332028	1.033333	0.182574185835056	1.000000	2.000000	9.847666	1.73993199100808	9.530000	19.060000	30	28	Inventory - Packaged Grocery
004256360209	0.648081	1.68732860963601	0.000000	60.000000	18.387161	48.6408898233422	0.000000	1731.600000	1381	256	Inventory - Packaged Grocery
007631430193	2.725146	2.25215936250399	0.000000	15.000000	20.042821	16.1035564787831	0.000000	120.600000	684	224	Inventory - Vitamins
072225210330	1.293208	1.2587920269461	0.000000	40.000000	18.413124	16.4022307601257	0.000000	578.000000	3431	285	Inventory - Packaged Grocery
005260305400	1.022900	0.246528350625745	0.000000	3.000000	27.739732	6.77537853809467	0.000000	82.650000	262	157	Inventory - Packaged Grocery
071623718215	2.500000	0.534522483824849	2.000000	3.000000	7.576250	1.72956590342367	5.380000	9.600000	8	8	Inventory - Body Care
085047500600	0.710097	0.495729135759172	0.000000	3.000000	16.842019	11.8990969267764	0.000000	63.990000	307	176	Inventory - Packaged Grocery
085047500603	0.825581	0.577863416899678	0.000000	4.000000	17.439302	11.7064557142577	0.000000	76.080000	86	73	Inventory - Packaged Grocery
002392332013	1.080808	0.466790336118067	1.000000	5.000000	15.472828	6.92444502165821	0.000000	72.250000	99	83	Inventory - Packaged Grocery
068635280178	0.600000	0.513643638366176	0.000000	2.000000	7.160947	6.1839478324993	0.000000	25.000000	95	83	Inventory - Packaged Grocery
007468210367	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	3	3	Inventory - Packaged Grocery
007956500623	1.933333	1.7997821218899	0.000000	12.000000	11.134166	10.2528858477642	0.000000	65.520000	120	84	Inventory - Vitamins
008131230004	0.722222	0.460204226471294	0.000000	2.000000	9.417626	6.10785521701335	0.000000	28.080000	198	135	Inventory - Refrigerated Grocery
001356230232	1.095238	0.39187463877253	1.000000	4.000000	36.286238	12.8767264050125	32.950000	131.840000	210	132	Inventory - Packaged Grocery
009396600226	1.257536	0.633979478852611	0.000000	10.000000	21.935502	10.9558150808549	0.000000	169.500000	5374	293	Inventory - Refrigerated Grocery
085988800007	0.288524	0.502002031559024	0.000000	3.000000	10.337606	17.559129162631	0.000000	90.210000	305	226	Inventory - Packaged Grocery
008173836311	5.000000	3.22305130295696	0.000000	12.000000	23.582500	15.0369890578325	0.000000	57.840000	68	60	Inventory - Body Care
086865600011	3.663021	3.89472172952573	0.000000	48.000000	14.474210	16.0726021493622	0.000000	165.600000	1463	245	Inventory - Body Care
036392310030	0.925000	0.56869826931246	0.000000	4.000000	26.907375	16.502487940066	0.000000	116.240000	80	70	Inventory - Vitamins
085305600407	0.944444	0.235702260395516	0.000000	1.000000	12.396111	4.56709218713085	0.000000	14.390000	18	17	Inventory - Packaged Grocery
035497330931	2.219941	1.24912251415683	0.000000	6.000000	14.408856	8.14216495526238	0.000000	40.800000	341	180	Inventory - Vitamins
007468211744	1.161904	0.650341658674735	1.000000	6.000000	20.628146	11.4479359427112	13.950000	117.420000	1575	278	Inventory - Packaged Grocery
007341653160	1.088036	0.528736630121226	0.000000	8.000000	12.229367	5.62240190839406	0.000000	83.360000	443	191	Inventory - Packaged Grocery
089676700101	1.054216	0.265701026569373	1.000000	4.000000	32.823909	8.06010887701706	0.000000	123.720000	1660	270	Inventory - Frozen
004319231550	1.125036	0.508742943028224	0.000000	6.000000	24.532734	10.7214453343366	0.000000	125.700000	3415	289	Inventory - Refrigerated Grocery
008983618414	3.412621	1.38973095214377	1.000000	8.000000	8.154029	3.68915970062405	0.000000	19.120000	206	148	Inventory - Packaged Grocery
081342402024	1.885844	1.56824292304948	0.000000	12.000000	17.148082	13.9733710699113	0.000000	115.320000	219	117	Inventory - Body Care
002433506074	0.947589	1.02867472815827	0.000000	10.000000	21.738448	30.3044764440206	0.000000	284.500000	477	154	Inventory - Packaged Grocery
007732664225	1.191866	0.752654702479459	0.000000	13.000000	26.094619	16.5652550156301	0.000000	288.730000	959	253	Inventory - Body Care
003927831541	2.452631	1.48906718467602	0.000000	6.000000	17.910842	10.8065572552218	0.000000	45.420000	190	137	Inventory - Body Care
002250612903	1.974708	1.50934141701289	0.000000	12.000000	30.783015	23.038265034523	0.000000	197.040000	514	213	Inventory - Vitamins
009163982052	2.784656	2.0425213949673	0.000000	12.000000	9.383983	6.79468218097356	0.000000	39.840000	743	245	Inventory - Body Care
005138188596	1.337686	0.908813266800546	0.000000	8.000000	12.781902	8.64369947828731	0.000000	76.000000	536	218	Inventory - Body Care
085027300515	0.911854	0.442917438035765	0.000000	4.000000	19.613191	9.37044728605575	0.000000	77.400000	658	234	Inventory - Refrigerated Grocery
005215900604	0.806841	0.641082464058617	0.000000	7.000000	7.614305	6.0108285594277	0.000000	69.230000	1491	281	Inventory - Refrigerated Grocery
009396630846	1.199626	0.672059083646967	0.000000	6.000000	38.414235	21.161010880151	0.000000	198.780000	536	227	Inventory - Meat
0489703931077	-1.571428	1.13389341902768	-4.000000	-1.000000	-9.530000	6.38503719644607	-23.240000	-5.810000	7	7	Inventory - Packaged Tea
007577931118	0.842696	0.480418279637284	0.000000	2.000000	12.486891	7.16972244926097	0.000000	31.620000	267	163	Inventory - Packaged Grocery
088397807979	1.220520	1.31662623263341	0.000000	16.000000	42.221378	47.1901919816306	0.000000	611.840000	653	218	Inventory - Packaged Grocery
008425326964	0.904255	0.493613750721987	0.000000	4.000000	11.759242	6.40598464033269	0.000000	47.800000	1504	278	Inventory - Refrigerated Grocery
089441000109	1.018387	0.134443358812202	1.000000	2.000000	28.924695	3.8620241228193	23.900000	57.800000	707	243	Inventory - Packaged Grocery
076430211108	2.476744	2.23833149816967	0.000000	12.000000	9.677325	8.74175407041118	0.000000	52.440000	1032	258	Inventory - Body Care
002706457107	0.778846	0.563918841065634	0.000000	3.000000	21.474134	15.5217997307123	0.000000	82.170000	208	142	Inventory - Packaged Grocery
084886000119	1.000000	0	1.000000	1.000000	28.863333	1.60503374834706	27.010000	29.790000	3	3	Inventory - Packaged Grocery
003997853301	1.120715	0.969091016343691	0.000000	20.000000	14.923487	12.5878614735418	0.000000	277.200000	671	242	Inventory - Packaged Grocery
089685900014	0.851851	0.562853806697173	0.000000	4.000000	20.827942	12.9569223929718	0.000000	84.160000	243	151	Inventory - Packaged Grocery
007631430203	3.338107	6.27221589277003	0.000000	250.000000	24.745169	41.7743380244787	0.000000	1635.000000	2304	280	Inventory - Vitamins
001299381239	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	20	19	Inventory - Packaged Grocery
086054700005	1.284188	1.1570461215172	0.000000	15.000000	27.327259	23.8078191531341	0.000000	292.080000	1872	281	Inventory - Vitamins
085676900603	1.329571	0.850234422323815	0.000000	8.000000	26.673126	16.4737940443151	0.000000	169.520000	886	260	Inventory - Packaged Grocery
004240020968	0.660919	0.474763420692383	0.000000	1.000000	9.853965	8.05499563649828	0.000000	18.190000	174	120	Inventory - Packaged Grocery
007834755111	1.656250	0.959309955411274	0.000000	5.000000	5.064375	2.91620337527825	0.000000	15.550000	128	105	Inventory - Body Care
068524898764	0.511811	0.561547489578681	0.000000	3.000000	11.239448	16.3226244926699	0.000000	65.860000	127	56	Inventory - Frozen
079452220056	0.986301	0.202954092647201	0.000000	2.000000	15.406232	3.29761212256866	0.000000	32.120000	146	101	Inventory - Packaged Tea
085990800349	0.868750	0.772748017423922	0.000000	10.000000	18.074468	19.5642966117171	0.000000	210.300000	320	185	Inventory - Packaged Grocery
089277300071	1.149700	0.850614430973071	0.000000	8.000000	28.584930	20.6356599760005	0.000000	203.360000	501	203	Inventory - Packaged Grocery
648649255988	1.004291	0.843319866490586	-2.000000	5.000000	51.176695	40.8517697752879	-101.820000	208.640000	233	126	Inventory - Meat
004150880074	1.411733	2.51153927057924	0.000000	105.000000	20.565248	30.253563023971	0.000000	1221.150000	3784	290	Inventory - Packaged Grocery
074599850008	1.122842	0.859036163790758	0.000000	25.000000	18.662619	13.0302743344073	0.000000	379.500000	985	264	Inventory - Packaged Tea
082946250201	0.604966	0.507565109596653	0.000000	2.000000	6.700045	6.36986130379864	0.000000	27.840000	443	204	Inventory - Refrigerated Grocery
004318200391	1.078512	0.424450756838269	0.000000	8.000000	19.406466	7.41318469805216	0.000000	125.280000	484	214	Inventory - Packaged Grocery
085224400304	1.000000	0	1.000000	1.000000	21.965675	0.950437814542171	12.810000	23.180000	111	94	Inventory - Frozen
085818700387	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	8	4	Inventory - Packaged Grocery
004345409010	0.836024	0.470993550651287	0.000000	6.000000	19.562285	10.9349302009823	0.000000	123.360000	805	245	Inventory - Refrigerated Grocery
004345400011	0.607142	0.492805380304581	0.000000	1.000000	8.444107	9.85264298215287	0.000000	21.710000	56	47	Inventory - Packaged Grocery
007349015435	1.285714	0.755928946018455	1.000000	3.000000	37.988571	21.8647299156819	29.170000	87.510000	7	4	Inventory - Packaged Grocery
070895360201	1.018386	0.551692923510727	0.000000	6.000000	18.985148	10.1600954183282	0.000000	124.860000	979	253	Inventory - Packaged Grocery
072822923456	1.128014	0.719054232048515	0.000000	6.000000	24.799461	14.6507226272906	0.000000	124.380000	539	194	Inventory - Packaged Grocery
007073407034	1.080291	0.344246708741239	1.000000	4.000000	12.705985	4.45725902648669	0.000000	49.560000	137	101	Inventory - Packaged Tea
007321400287	1.000000	0	1.000000	1.000000	15.366000	8.5911920011137	0.000000	19.470000	5	5	Inventory - Packaged Grocery
002354731001	1.028462	0.197768227774914	1.000000	3.000000	27.345939	6.1527260504445	0.000000	85.530000	527	225	Inventory - Packaged Grocery
089676700159	1.083060	0.37957628065787	1.000000	5.000000	33.553497	11.3983938947279	0.000000	154.650000	915	248	Inventory - Frozen
007341653340	1.046568	0.297884416342701	0.000000	3.000000	10.101813	4.54406988827107	0.000000	27.870000	408	181	Inventory - Packaged Grocery
003367402020	1.542857	1.24482120480524	0.000000	5.000000	7.305714	5.87470313929052	0.000000	24.050000	35	33	Inventory - Vitamins
089162700255	1.186452	0.740109882700295	0.000000	7.000000	23.614761	14.8281995628427	0.000000	141.050000	1491	273	Inventory - Frozen
002743400621	0.000000	NULL	0.000000	0.000000	0.000000	NULL	0.000000	0.000000	1	1	Inventory - Vitamins
085169400305	0.554545	0.599485461888649	0.000000	3.000000	17.831090	19.1427523039786	0.000000	88.320000	110	85	Inventory - Packaged Grocery
009232500002	1.155367	0.543972384786622	0.000000	6.000000	33.846694	16.4936184958041	0.000000	181.500000	354	168	Inventory - Packaged Grocery
085915400500	1.276338	1.43110879512337	0.000000	20.000000	60.077132	67.6597635696349	0.000000	953.200000	579	238	Inventory - Packaged Grocery
005150050207	1.044368	0.469709937421039	0.000000	4.000000	13.926757	8.57379390052116	0.000000	48.560000	293	138	Inventory - Packaged Grocery
007835557010	1.221205	0.737861731565321	0.000000	8.000000	20.898890	12.6347981269966	0.000000	136.880000	4263	285	Inventory - Refrigerated Grocery
085269700137	1.062663	0.286954181175135	0.000000	3.000000	16.883420	4.18022287904444	0.000000	41.700000	766	252	Inventory - Packaged Grocery
009484161010	0.166666	0.389249472080761	0.000000	1.000000	1.148333	2.68192886263645	0.000000	6.890000	12	12	Inventory - Vitamins
035497391471	2.017647	1.14429986277637	0.000000	6.000000	8.235558	4.64713201555334	0.000000	25.920000	340	200	Inventory - Vitamins
071627000188	1.369074	0.893740476659759	0.000000	12.000000	27.552641	17.3928683315069	0.000000	266.520000	1772	266	Inventory - Packaged Grocery
005138188117	2.147826	1.71427848145517	0.000000	12.000000	10.877086	8.73934594003776	0.000000	63.480000	230	148	Inventory - Body Care
001878776316	2.870030	2.87726276874584	0.000000	24.000000	15.286116	15.2762473911976	0.000000	127.200000	654	222	Inventory - Body Care
002418215273	1.041782	0.524199999821289	0.000000	6.000000	35.356740	17.9821075167944	0.000000	211.680000	359	181	Inventory - Packaged Grocery
001356232016	1.108433	0.561643652641091	0.000000	4.000000	44.398614	22.8979498329761	0.000000	161.080000	166	110	Inventory - Packaged Grocery
089751900128	0.853658	0.357839042710273	0.000000	1.000000	16.034634	6.86498510470379	0.000000	20.480000	41	38	Inventory - Packaged Grocery
002188880011	1.547945	0.834017983592596	0.000000	4.000000	27.356986	15.0006122731459	0.000000	76.880000	73	64	Inventory - Vitamins
079452220005	0.920133	0.510173809191667	0.000000	4.000000	14.364359	7.95947049938724	0.000000	64.240000	601	228	Inventory - Packaged Tea
002354260045	2.104651	1.05193457375885	1.000000	6.000000	12.863139	6.3985984240352	5.540000	33.420000	86	70	Inventory - Vitamins
003997800375	1.167512	0.693939855863731	1.000000	30.000000	19.698108	10.6162368786895	0.000000	441.000000	3743	289	Inventory - Packaged Grocery
081833601022	1.245161	0.666390840233123	1.000000	5.000000	25.300516	13.7782202003092	16.330000	106.550000	465	219	Inventory - Packaged Grocery
007468210323	1.234626	0.862635956230583	1.000000	8.000000	28.726054	12.7752749202768	6.240000	199.120000	1057	255	Inventory - Packaged Grocery
075764501630	0.906112	0.580804065015923	0.000000	6.000000	7.113988	4.55250086141538	0.000000	43.740000	1587	271	Inventory - Packaged Grocery
002743401202	2.000000	1.4142135623731	1.000000	3.000000	16.605000	9.90656600442353	9.600000	23.610000	2	2	Inventory - Vitamins
033582400001	3.112857	2.2152044137567	0.000000	18.000000	44.439185	31.5656234130311	0.000000	265.500000	700	237	Inventory - Vitamins
007581000135	0.794186	0.509132320117877	0.000000	5.000000	19.260365	12.3032150901611	0.000000	107.150000	2133	281	Inventory - Packaged Grocery
009830800284	1.079069	0.441195349285613	0.000000	6.000000	23.966186	8.58666420725859	0.000000	113.580000	215	132	Inventory - Packaged Grocery
089175600077	0.973593	0.725870584808098	0.000000	8.000000	17.051974	11.6643858593251	0.000000	134.480000	871	240	Inventory - Packaged Grocery
083418300714	0.990049	0.0993770999398591	0.000000	1.000000	30.939378	3.85390430800791	0.000000	35.730000	402	202	Inventory - Frozen
071612312386	1.953846	1.20455864882601	0.000000	6.000000	13.029692	8.0729921979924	0.000000	42.240000	65	55	Inventory - Packaged Grocery
081060702045	1.000000	NULL	1.000000	1.000000	20.530000	NULL	20.530000	20.530000	1	1	Inventory - Packaged Grocery
085315210032	1.526344	2.21415432279109	0.000000	50.000000	34.942758	51.4141634912467	0.000000	1166.000000	1860	270	Inventory - Packaged Grocery
001356200261	1.142857	0.577122382751228	0.000000	4.000000	36.712417	18.9608680968167	0.000000	130.280000	182	119	Inventory - Packaged Grocery
007225100156	1.041958	0.430292106946932	0.000000	8.000000	16.761398	6.39242771969246	0.000000	116.080000	429	208	Inventory - Packaged Grocery
081005300000	1.452797	1.28286943346533	0.000000	20.000000	24.295489	20.4436522831452	0.000000	302.200000	572	242	Inventory - Packaged Grocery
069765869269	0.913043	1.08347267777192	0.000000	4.000000	27.030434	25.5506903443938	0.000000	96.280000	23	21	Inventory - Packaged Grocery
070161910105	2.416666	2.24722050542442	0.000000	12.000000	23.221388	21.5572701893322	0.000000	115.320000	36	32	Inventory - Vitamins
085773200279	1.321543	1.39797740897801	0.000000	18.000000	21.087395	19.4910061302356	0.000000	250.920000	311	193	Inventory - Packaged Grocery
074447347711	1.023255	0.226285019157263	0.000000	4.000000	29.132855	6.30698719185988	0.000000	105.600000	774	248	Inventory - Frozen
081355100104	1.003125	0.437278829003498	0.000000	4.000000	18.115375	8.14389279322771	0.000000	75.560000	320	181	Inventory - Packaged Grocery
004318200836	0.860962	0.477364104053224	0.000000	2.000000	8.278930	4.56707618411224	0.000000	20.480000	187	129	Inventory - Packaged Grocery
007717264000	4.298230	3.04859512491559	0.000000	24.000000	10.317676	7.20452664699503	0.000000	59.040000	2260	286	Inventory - Packaged Grocery
085997502044	1.261802	0.691793156369906	1.000000	6.000000	11.952060	6.67185610165581	5.680000	55.020000	233	143	Inventory - Body Care
085188900673	0.558139	0.589686178903877	0.000000	2.000000	10.677906	11.1625574297333	0.000000	36.660000	43	43	Inventory - Refrigerated Grocery
065286542111	1.800438	1.21242642217512	0.000000	8.000000	9.774956	6.51213885951034	0.000000	39.600000	456	204	Inventory - Vitamins
072474200399	3.304964	3.97271915846839	0.000000	50.000000	16.939290	20.5320851592848	0.000000	277.000000	564	179	Inventory - Body Care
009492278604	1.048951	0.285641733122868	0.000000	6.000000	48.299012	12.1774475509953	0.000000	242.880000	1144	263	Inventory - Packaged Grocery
087538600030	1.075433	0.338691872604019	0.000000	6.000000	30.267696	9.120126464476	0.000000	151.260000	981	267	Inventory - Packaged Grocery
004900006958	0.955719	1.02023224592328	0.000000	18.000000	10.233380	10.3267837762035	0.000000	178.020000	1355	268	Inventory - Packaged Grocery
002836783120	1.247457	1.28981328615504	0.000000	6.000000	6.053322	6.26979290224445	0.000000	29.220000	590	218	Inventory - Body Care
086162000001	0.750000	0.5	0.000000	1.000000	15.210000	10.1435595330239	0.000000	20.470000	4	4	Inventory - Packaged Grocery
002354210041	1.987804	1.07722304267779	1.000000	12.000000	13.765574	7.33521301789788	5.970000	71.640000	574	236	Inventory - Vitamins
004698501657	2.846774	2.44963695614056	0.000000	12.000000	12.102177	10.0055286798544	0.000000	46.800000	124	67	Inventory - Body Care
005833617512	0.669172	0.953419304388975	0.000000	6.000000	11.030413	12.21417300076	0.000000	41.760000	266	158	Inventory - Packaged Grocery
000068000003	2.067357	1.22500925237068	0.000000	6.000000	7.472694	4.2692524710152	0.000000	23.280000	193	137	Inventory - Body Care
085997502006	2.250000	1.4058918673332	0.000000	12.000000	24.826953	15.1170351800227	0.000000	124.080000	768	226	Inventory - Body Care
002190843097	0.877133	0.508748100224899	0.000000	3.000000	30.468191	17.4370905992395	0.000000	108.030000	293	151	Inventory - Packaged Grocery
073215302919	1.216393	0.632762408607159	0.000000	5.000000	22.488295	11.441381799347	0.000000	104.650000	305	84	Inventory - Packaged Grocery
089611600151	1.285714	2.4917983934198	0.000000	12.000000	9.541190	18.3878584281202	0.000000	88.440000	42	35	Inventory - Vitamins
008266680060	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	14	13	Inventory - Packaged Grocery
085426200308	1.072243	0.378485710553726	0.000000	4.000000	25.690481	8.63981557786525	0.000000	93.960000	789	239	Inventory - Frozen
005844987024	1.196226	0.758278119239756	0.000000	8.000000	35.832415	16.5198892356259	0.000000	126.240000	265	151	Inventory - Packaged Grocery
005138188272	0.000000	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	5	4	Inventory - Body Care
